"Path","SizeKB","Extension"
"textures\attachments x sword copper.ddt","0.7",".ddt"
"textures\attachments x sword iron.ddt","0.7",".ddt"
"textures\attachments x sword standard.ddt","0.7",".ddt"
"textures\bastardblade.ddt","0.7",".ddt"
"textures\bastardhilt.ddt","0.2",".ddt"
"textures\bella.ddt","21.4",".ddt"
"textures\bevel_round_in.ddt","1.4",".ddt"
"textures\bevel_round_out.ddt","1.4",".ddt"
"textures\bevel_square_in.ddt","1.4",".ddt"
"textures\bevel_square_out.ddt","1.4",".ddt"
"textures\blackcircle.ddt","0.4",".ddt"
"textures\blackedgecorner.ddt","0.4",".ddt"
"textures\blacklshape.ddt","0.4",".ddt"
"textures\blackonecorner.ddt","0.4",".ddt"
"textures\blackoneedge.ddt","0.4",".ddt"
"textures\blackround.ddt","5.4",".ddt"
"textures\blacktwocorners.ddt","0.4",".ddt"
"textures\blacktwoedges.ddt","0.4",".ddt"
"textures\blacktwooppositecorners.ddt","0.4",".ddt"
"textures\blackushape.ddt","0.4",".ddt"
"textures\blanktree.ddt","0.1",".ddt"
"textures\blendtwoedgesbhcity .ddt","1.4",".ddt"
"textures\blessed construction field.ddt","16",".ddt"
"textures\blessed construction sparkle.ddt","4",".ddt"
"textures\blood.ddt","5.4",".ddt"
"textures\blue.ddt","1.4",".ddt"
"textures\bluesparkle.ddt","21.4",".ddt"
"textures\boat c fire ship chinese icon.ddt","2",".ddt"
"textures\boat c fishing boat icon.ddt","2",".ddt"
"textures\boat c junk icon.ddt","2",".ddt"
"textures\boat c siege ship chinese icon.ddt","2",".ddt"
"textures\boat c transport icon.ddt","2",".ddt"
"textures\bottom tab in.ddt","2.7",".ddt"
"textures\bottom tab out.ddt","2.7",".ddt"
"textures\building attachments.ddt","85.4",".ddt"
"textures\building c accessories.ddt","64",".ddt"
"textures\building c armory age2 shadow.ddt","4",".ddt"
"textures\building c barracks age2 shadow.ddt","4",".ddt"
"textures\building c castle age3 shadow.ddt","4",".ddt"
"textures\building c dock age1 shadow.ddt","4",".ddt"
"textures\building c earthen wall.ddt","85.4",".ddt"
"textures\building c fortified wall.ddt","85.4",".ddt"
"textures\building c garden age1 decal.ddt","64",".ddt"
"textures\building c garden age1 shadow.ddt","4",".ddt"
"textures\building c garden age3 decal.ddt","64",".ddt"
"textures\building c great wall.ddt","85.4",".ddt"
"textures\building c guardtower shadow.ddt","4",".ddt"
"textures\building c housea age1 shadow.ddt","4",".ddt"
"textures\building c houseb age1 shadow.ddt","4",".ddt"
"textures\building c housec age1 shadow.ddt","4",".ddt"
"textures\building c market age3 shadow.ddt","4",".ddt"
"textures\building c props.ddt","85.4",".ddt"
"textures\building c roofage1.ddt","85.4",".ddt"
"textures\building c roofage2.ddt","85.4",".ddt"
"textures\building c roofage3.ddt","85.4",".ddt"
"textures\building c roofage4.ddt","85.4",".ddt"
"textures\building c settlement age1 shadow.ddt","4",".ddt"
"textures\building c special.ddt","85.4",".ddt"
"textures\building c stable age2 shadow.ddt","4",".ddt"
"textures\building c stone wall.ddt","85.4",".ddt"
"textures\building c storage pit age1 shadow.ddt","4",".ddt"
"textures\building c temple age1 shadow.ddt","4",".ddt"
"textures\building c titan gate decal.ddt","64",".ddt"
"textures\building c titan gate door map.ddt","16",".ddt"
"textures\building c titan gate map.ddt","85.4",".ddt"
"textures\building c titan gate rocks.ddt","21.4",".ddt"
"textures\building c tower age2.ddt","85.4",".ddt"
"textures\building c tower age3.ddt","85.4",".ddt"
"textures\building c tower age4.ddt","85.4",".ddt"
"textures\building c wallsage1.ddt","85.4",".ddt"
"textures\building c wallsage2.ddt","85.4",".ddt"
"textures\building c wallsage3.ddt","85.4",".ddt"
"textures\building c wallsage4.ddt","85.4",".ddt"
"textures\building c watchtower shadow.ddt","4",".ddt"
"textures\building c wonder city floor.ddt","85.4",".ddt"
"textures\building c wonder city roof.ddt","85.4",".ddt"
"textures\building c wonder city shadow.ddt","4",".ddt"
"textures\building c wonder city walls.ddt","85.4",".ddt"
"textures\building c wonder palace floor.ddt","85.4",".ddt"
"textures\building c wonder palace roof.ddt","85.4",".ddt"
"textures\building c wonder palace shadow.ddt","4",".ddt"
"textures\building c wonder palace walls.ddt","85.4",".ddt"
"textures\building c wonder temple shadow.ddt","4",".ddt"
"textures\building c wonder temple.ddt","85.4",".ddt"
"textures\building construction 3x3 shadow.ddt","5.4",".ddt"
"textures\building construction 5x2.ddt","2.7",".ddt"
"textures\building construction armory shadow.ddt","5.4",".ddt"
"textures\building construction connectorwalla shadow.ddt","5.4",".ddt"
"textures\building construction guild shadow.ddt","5.4",".ddt"
"textures\building construction large shadow.ddt","5.4",".ddt"
"textures\building construction longwalla shadow.ddt","5.4",".ddt"
"textures\building construction manor shadow.ddt","5.4",".ddt"
"textures\building construction medium shadow.ddt","5.4",".ddt"
"textures\building construction small shadow.ddt","5.4",".ddt"
"textures\building construction sp shadow.ddt","5.4",".ddt"
"textures\building construction specialist shadow.ddt","5.4",".ddt"
"textures\building construction xlarge shadow.ddt","5.4",".ddt"
"textures\building construction xsmall shadow.ddt","5.4",".ddt"
"textures\building construction.ddt","85.4",".ddt"
"textures\building destruction egypt.ddt","21.4",".ddt"
"textures\building destruction greek.ddt","21.4",".ddt"
"textures\building destruction norse.ddt","21.4",".ddt"
"textures\building e academy shadow.ddt","5.4",".ddt"
"textures\building e age1 accessories.ddt","85.4",".ddt"
"textures\building e age1.ddt","85.4",".ddt"
"textures\building e age2 accessories burnt.ddt","85.4",".ddt"
"textures\building e age2 accessories.ddt","85.4",".ddt"
"textures\building e age2 burnt.ddt","85.4",".ddt"
"textures\building e age2 wall.ddt","85.4",".ddt"
"textures\building e age2.ddt","85.4",".ddt"
"textures\building e age3 accessories.ddt","85.4",".ddt"
"textures\building e age3.ddt","85.4",".ddt"
"textures\building e age3a accessories.ddt","85.4",".ddt"
"textures\building e age4 accessories.ddt","85.4",".ddt"
"textures\building e age4.ddt","85.4",".ddt"
"textures\building e age4roof.ddt","85.4",".ddt"
"textures\building e archery range age2 shadow.ddt","5.4",".ddt"
"textures\building e archery range shadow age2.ddt","5.4",".ddt"
"textures\building e archery range shadow age3.ddt","5.4",".ddt"
"textures\building e archery range shadow.ddt","5.4",".ddt"
"textures\building e armory shadow age2.ddt","5.4",".ddt"
"textures\building e armory shadow age3.ddt","5.4",".ddt"
"textures\building e armory shadow.ddt","5.4",".ddt"
"textures\building e ballista tower shadow.ddt","1.4",".ddt"
"textures\building e barracks age1 shadow.ddt","5.4",".ddt"
"textures\building e barracks age2 shadow.ddt","5.4",".ddt"
"textures\building e barracks age3 shadow.ddt","5.4",".ddt"
"textures\building e barracks age4 shadow.ddt","5.4",".ddt"
"textures\building e barracks shadow age2.ddt","5.4",".ddt"
"textures\building e barracks shadow.ddt","5.4",".ddt"
"textures\building e charioteria age3 shadow.ddt","5.4",".ddt"
"textures\building e constructiontemple.ddt","5.4",".ddt"
"textures\building e dock age1 shadow.ddt","5.4",".ddt"
"textures\building e dock boat.ddt","85.4",".ddt"
"textures\building e fortress accessories.ddt","85.4",".ddt"
"textures\building e fortress accessories02.ddt","85.4",".ddt"
"textures\building e fortress age3.ddt","85.4",".ddt"
"textures\building e fortress shadow.ddt","5.4",".ddt"
"textures\building e fortress.ddt","85.4",".ddt"
"textures\building e gate shadow.ddt","1.4",".ddt"
"textures\building e granary shadow age2.ddt","1.4",".ddt"
"textures\building e granary shadow.ddt","5.4",".ddt"
"textures\building e guard tower shadow.ddt","1.4",".ddt"
"textures\building e house a shadow.ddt","1.4",".ddt"
"textures\building e house b shadow.ddt","1.4",".ddt"
"textures\building e housea shadow age1.ddt","1.4",".ddt"
"textures\building e housea shadow age2.ddt","1.4",".ddt"
"textures\building e housea shadow age3.ddt","1.4",".ddt"
"textures\building e housea shadow age4.ddt","1.4",".ddt"
"textures\building e houseb shadow age1.ddt","1.4",".ddt"
"textures\building e houseb shadow age2.ddt","1.4",".ddt"
"textures\building e houseb shadow age3.ddt","1.4",".ddt"
"textures\building e houseb shadow age4.ddt","1.4",".ddt"
"textures\building e housec shadow age1.ddt","1.4",".ddt"
"textures\building e housec shadow age2.ddt","1.4",".ddt"
"textures\building e housec shadow age3.ddt","1.4",".ddt"
"textures\building e housec shadow age4.ddt","1.4",".ddt"
"textures\building e isis wonder con2 shadow.ddt","21.4",".ddt"
"textures\building e isis wonder con3 shadow.ddt","21.4",".ddt"
"textures\building e isis wonder shadow.ddt","5.4",".ddt"
"textures\building e isis wonder01.ddt","85.4",".ddt"
"textures\building e isis wonder02.ddt","85.4",".ddt"
"textures\building e isis wonder03.ddt","85.4",".ddt"
"textures\building e lighthouse fence.ddt","1.4",".ddt"
"textures\building e lighthouse shadow.ddt","5.4",".ddt"
"textures\building e lighthouse.ddt","85.4",".ddt"
"textures\building e lumbercamp age1 shadow.ddt","1.4",".ddt"
"textures\building e lumbercamp age2 shadow.ddt","1.4",".ddt"
"textures\building e lumbercamp age3 shadow.ddt","1.4",".ddt"
"textures\building e lumbercamp shadow.ddt","1.4",".ddt"
"textures\building e market age2 shadow.ddt","5.4",".ddt"
"textures\building e market age3 shadow.ddt","5.4",".ddt"
"textures\building e market age4 shadow.ddt","5.4",".ddt"
"textures\building e market shadow age2.ddt","5.4",".ddt"
"textures\building e market shadow.ddt","5.4",".ddt"
"textures\building e mining camp shadow.ddt","1.4",".ddt"
"textures\building e misc b shadow.ddt","5.4",".ddt"
"textures\building e monument platforms.ddt","85.4",".ddt"
"textures\building e monument shadow.ddt","2.7",".ddt"
"textures\building e monument1 lp.ddt","10.7",".ddt"
"textures\building e monument1.ddt","21.4",".ddt"
"textures\building e monument2 lp.ddt","10.7",".ddt"
"textures\building e monument2.ddt","21.4",".ddt"
"textures\building e monument3 lp.ddt","10.7",".ddt"
"textures\building e monument3.ddt","21.4",".ddt"
"textures\building e monument4 lp.ddt","10.7",".ddt"
"textures\building e monument4.ddt","85.4",".ddt"
"textures\building e monument4dood.ddt","21.4",".ddt"
"textures\building e monument5 isis lp.ddt","21.4",".ddt"
"textures\building e monument5 isis.ddt","21.4",".ddt"
"textures\building e monument5 ra lp.ddt","21.4",".ddt"
"textures\building e monument5 ra.ddt","21.4",".ddt"
"textures\building e monument5 set lp.ddt","21.4",".ddt"
"textures\building e monument5 set.ddt","21.4",".ddt"
"textures\building e monument5.ddt","1.4",".ddt"
"textures\building e obelisk.ddt","42.7",".ddt"
"textures\building e osiris pyramid dead.ddt","341.4",".ddt"
"textures\building e osiris pyramid shadow.ddt","21.4",".ddt"
"textures\building e osiris pyramid.ddt","85.4",".ddt"
"textures\building e outpost.ddt","85.4",".ddt"
"textures\building e props.ddt","85.4",".ddt"
"textures\building e pyramid shadow.ddt","5.4",".ddt"
"textures\building e pyramid.ddt","85.4",".ddt"
"textures\building e ra wonder con2 shadow.ddt","21.4",".ddt"
"textures\building e ra wonder con3 shadow.ddt","21.4",".ddt"
"textures\building e ra wonder shadow.ddt","21.4",".ddt"
"textures\building e ra wonder01.ddt","85.4",".ddt"
"textures\building e ra wonder02.ddt","85.4",".ddt"
"textures\building e set wonder con2 shadow.ddt","21.4",".ddt"
"textures\building e set wonder con3 shadow.ddt","21.4",".ddt"
"textures\building e set wonder shadow.ddt","5.4",".ddt"
"textures\building e set wonder01.ddt","85.4",".ddt"
"textures\building e set wonder02.ddt","85.4",".ddt"
"textures\building e set wonder03.ddt","85.4",".ddt"
"textures\building e settlement age1 shadow.ddt","5.4",".ddt"
"textures\building e settlement age1.ddt","85.4",".ddt"
"textures\building e settlement age2 shadow.ddt","5.4",".ddt"
"textures\building e settlement age2.ddt","85.4",".ddt"
"textures\building e settlement age3 fortified shadow.ddt","5.4",".ddt"
"textures\building e settlement age3 shadow.ddt","5.4",".ddt"
"textures\building e settlement age3.ddt","85.4",".ddt"
"textures\building e settlement age4 shadow.ddt","5.4",".ddt"
"textures\building e settlement age4.ddt","85.4",".ddt"
"textures\building e settlement02 shadow.ddt","5.4",".ddt"
"textures\building e settlement03 shadow.ddt","5.4",".ddt"
"textures\building e shared01 2 map.ddt","85.4",".ddt"
"textures\building e shared01 3 map.ddt","85.4",".ddt"
"textures\building e shared02 2 map.ddt","85.4",".ddt"
"textures\building e shrine age1.ddt","5.4",".ddt"
"textures\building e shrine shadow age1.ddt","5.4",".ddt"
"textures\building e shrine shadow.ddt","5.4",".ddt"
"textures\building e shrine.ddt","85.4",".ddt"
"textures\building e shrine02.ddt","85.4",".ddt"
"textures\building e siege camp age2 shadow.ddt","5.4",".ddt"
"textures\building e siege camp age3 shadow.ddt","5.4",".ddt"
"textures\building e siegeconstruction.ddt","5.4",".ddt"
"textures\building e stable age2 shadow.ddt","5.4",".ddt"
"textures\building e stable shadow.ddt","5.4",".ddt"
"textures\building e statue c base.ddt","21.4",".ddt"
"textures\building e statue c.ddt","21.4",".ddt"
"textures\building e storehouse shadow.ddt","5.4",".ddt"
"textures\building e temple age1 shadow.ddt","5.4",".ddt"
"textures\building e temple age2 shadow.ddt","5.4",".ddt"
"textures\building e temple age3 shadow.ddt","5.4",".ddt"
"textures\building e temple b shadow.ddt","5.4",".ddt"
"textures\building e temple shadow age1.ddt","5.4",".ddt"
"textures\building e temple shadow.ddt","5.4",".ddt"
"textures\building e titan gate map.ddt","85.4",".ddt"
"textures\building e titan gate rocks.ddt","21.4",".ddt"
"textures\building e towncenter shadow age2.ddt","5.4",".ddt"
"textures\building e towncenter shadow.ddt","5.4",".ddt"
"textures\building e tradedock shadow age1.ddt","5.4",".ddt"
"textures\building e tradedock shadow age2.ddt","5.4",".ddt"
"textures\building e tradedock shadow age3.ddt","5.4",".ddt"
"textures\building e tradedock shadow.ddt","5.4",".ddt"
"textures\building e underground passage egyptian.ddt","85.4",".ddt"
"textures\building e wall4.ddt","85.4",".ddt"
"textures\building e wallconnector age2 shadow.ddt","1.4",".ddt"
"textures\building e wallconnector age3 shadow.ddt","1.4",".ddt"
"textures\building e walllong age2 shadow.ddt","1.4",".ddt"
"textures\building e walllong age3 shadow.ddt","1.4",".ddt"
"textures\building e walllong age4 shadow.ddt","1.4",".ddt"
"textures\building e wallshort age2 shadow.ddt","1.4",".ddt"
"textures\building e wallshort age3 shadow.ddt","1.4",".ddt"
"textures\building e wonder accessories.ddt","85.4",".ddt"
"textures\building e wonder shadow.ddt","5.4",".ddt"
"textures\building falling leaf.ddt","5.4",".ddt"
"textures\building g age0.ddt","85.4",".ddt"
"textures\building g archery range shadow.ddt","5.4",".ddt"
"textures\building g archery rangeage1 shadow.ddt","5.4",".ddt"
"textures\building g archery rangeage2 shadow.ddt","5.4",".ddt"
"textures\building g archery rangeage3 shadow.ddt","5.4",".ddt"
"textures\building g arconstruction shadow.ddt","5.4",".ddt"
"textures\building g armory destructed shadow.ddt","5.4",".ddt"
"textures\building g armory shadow.ddt","5.4",".ddt"
"textures\building g armoryage2 shadow.ddt","5.4",".ddt"
"textures\building g armoryage3 shadow.ddt","5.4",".ddt"
"textures\building g armoryconstruction shadow.ddt","5.4",".ddt"
"textures\building g barracks destructed shadow.ddt","5.4",".ddt"
"textures\building g barracks shadow.ddt","5.4",".ddt"
"textures\building g barracksage1 shadow.ddt","5.4",".ddt"
"textures\building g barracksage2 shadow.ddt","5.4",".ddt"
"textures\building g barracksage3 shadow.ddt","5.4",".ddt"
"textures\building g barracksconstruction shadow.ddt","5.4",".ddt"
"textures\building g colomnshadow.ddt","0.4",".ddt"
"textures\building g constructiontemple.ddt","5.4",".ddt"
"textures\building g destroyed.ddt","85.4",".ddt"
"textures\building g dockage1 shadow.ddt","5.4",".ddt"
"textures\building g fortifiedwall.ddt","85.4",".ddt"
"textures\building g fortress cinematic shadow.ddt","5.4",".ddt"
"textures\building g fortress destructed shadow.ddt","5.4",".ddt"
"textures\building g fortress shadow.ddt","5.4",".ddt"
"textures\building g fortress.ddt","85.4",".ddt"
"textures\building g fortressconstruction shadow.ddt","5.4",".ddt"
"textures\building g fortressroof.ddt","85.4",".ddt"
"textures\building g fortresswall destructed.ddt","85.4",".ddt"
"textures\building g fortresswall.ddt","85.4",".ddt"
"textures\building g fortresswall2 destructed.ddt","85.4",".ddt"
"textures\building g fortresswall2.ddt","85.4",".ddt"
"textures\building g gate open shadow.ddt","1.4",".ddt"
"textures\building g gate shadow.ddt","1.4",".ddt"
"textures\building g gateall.ddt","21.4",".ddt"
"textures\building g granary destroyed shadow.ddt","1.4",".ddt"
"textures\building g granaryconstruction shadow.ddt","5.4",".ddt"
"textures\building g hades temple shadow.ddt","5.4",".ddt"
"textures\building g hades wonder shadow.ddt","21.4",".ddt"
"textures\building g hades wonder.ddt","85.4",".ddt"
"textures\building g hades wonder01.ddt","85.4",".ddt"
"textures\building g hadeswonder 2 shadow.ddt","21.4",".ddt"
"textures\building g hadeswonder 3 shadow.ddt","21.4",".ddt"
"textures\building g house destructed shadow.ddt","5.4",".ddt"
"textures\building g housea age1 shadow.ddt","1.4",".ddt"
"textures\building g houseb age1 shadow.ddt","1.4",".ddt"
"textures\building g housec age1 shadow.ddt","1.4",".ddt"
"textures\building g market shadow.ddt","5.4",".ddt"
"textures\building g marketage2 shadow.ddt","5.4",".ddt"
"textures\building g marketage3 shadow.ddt","5.4",".ddt"
"textures\building g marketconstruction shadow.ddt","5.4",".ddt"
"textures\building g mineconstruction shadow.ddt","5.4",".ddt"
"textures\building g mining camp shadow.ddt","5.4",".ddt"
"textures\building g mining campage1 shadow.ddt","5.4",".ddt"
"textures\building g poswonder 1 shadow.ddt","21.4",".ddt"
