"BTIFile","Filename","Line"
"D:\AI_upscaling\AoMEE\extracted\textures\statue x oranos map.bti","statue x oranos map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\temp santa body.bti","temp santa body","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\temp santa hat.bti","temp santa hat","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\temp santa head.bti","temp santa head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\test flags.bti","test flags","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\theocrat map.bti","theocrat map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan c pangu.bti","titan c pangu","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan e ra pads map.bti","titan e ra pads map","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan e ra skirt map.bti","titan e ra skirt map","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan g cerebus map1.bti","titan g cerebus map1","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan g cerebus map2.bti","titan g cerebus map2","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan n troll hammer map.bti","titan n troll hammer map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan n troll map1.bti","titan n troll map1","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan n troll map2.bti","titan n troll map2","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan x gaia.bti","titan x gaia","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan x golem map1.bti","titan x golem map1","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan x golem map2.bti","titan x golem map2","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan x kronos.bti","titan x kronos","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\titan x promethean 1.bti","titan x promethean 1","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\toxotemap.bti","toxotemap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade c caravan cargo.bti","trade c caravan cargo","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade c caravan.bti","trade c caravan","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan basket.bti","trade e caravan basket","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan camel.bti","trade e caravan camel","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan cargo.bti","trade e caravan cargo","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade g caravan cargo.bti","trade g caravan cargo","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade g caravan donkey.bti","trade g caravan donkey","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan cargo.bti","trade n caravan cargo","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan ox.bti","trade n caravan ox","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trade x caravan.bti","trade x caravan","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trash weapon.bti","trash weapon","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\trash.bti","trash","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese opaque.bti","background chinese opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt opaque.bti","background egypt opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade blue.bti","background fade blue","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade green.bti","background fade green","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade red.bti","background fade red","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade yellow.bti","background fade yellow","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek opaque.bti","background greek opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse opaque.bti","background norse opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui .net passport logo.bti","ui .net passport logo","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background blue opaque.bti","ui background blue opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background dark blue opaque.bti","ui background dark blue opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background yellow opaque.bti","ui background yellow opaque","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui line yellow vertical.bti","ui line yellow vertical","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui line yellow.bti","ui line yellow","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui progress bar flair.bti","ui progress bar flair","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui text chat box grey.bti","ui text chat box grey","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\ui\ui text chat box.bti","ui text chat box","alpha=0 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\villager c female.bti","villager c female","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager c male standard.bti","villager c male standard","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager e female head.bti","villager e female head","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager e female.bti","villager e female","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager e male standard.bti","villager e male standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male head.bti","villager g atlantean male head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male.bti","villager g atlantean male","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager g female head.bti","villager g female head","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager g female.bti","villager g female","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager g male standard.bti","villager g male standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager n female head.bti","villager n female head","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager n female.bti","villager n female","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager n male standard.bti","villager n male standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager n ox.bti","villager n ox","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager n oxcart.bti","villager n oxcart","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager x female hero.bti","villager x female hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager x female.bti","villager x female","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager x male hero.bti","villager x male hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager x male.bti","villager x male","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\villager x pony.bti","villager x pony","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\waypoint.bti","waypoint","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a bouy.bti","world a bouy","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a fountain.bti","world a fountain","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a gold map.bti","world a gold map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a jade map.bti","world a jade map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic armor of achilles.bti","world a relic armor of achilles","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic eye of horus.bti","world a relic eye of horus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic fetters of fenrir.bti","world a relic fetters of fenrir","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic golden bridle of pegasus.bti","world a relic golden bridle of pegasus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic head of orpheus.bti","world a relic head of orpheus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic monkey.bti","world a relic monkey","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic ring of the nibelung.bti","world a relic ring of the nibelung","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic ship of fingernails.bti","world a relic ship of fingernails","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic standard.bti","world a relic standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a relic the wedjat eye.bti","world a relic the wedjat eye","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a tents map.bti","world a tents map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a underworld crator.bti","world a underworld crator","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a underworld passage color transform.bti","world a underworld passage color transform","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world a waypoint flag.bti","world a waypoint flag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world c dam.bti","world c dam","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world c statue nuwa stand.bti","world c statue nuwa stand","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world c statue nuwa.bti","world c statue nuwa","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world c statue shennong head.bti","world c statue shennong head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world c statue shennong.bti","world c statue shennong","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e brazier map.bti","world e brazier map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e garrison flag.bti","world e garrison flag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e statue isis.bti","world e statue isis","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e statue ra.bti","world e statue ra","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e statue set.bti","world e statue set","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world e tent.bti","world e tent","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g brazier map.bti","world g brazier map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g garrison flag.bti","world g garrison flag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g hades temple.bti","world g hades temple","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g shrine map.bti","world g shrine map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g statue base.bti","world g statue base","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g statue hades.bti","world g statue hades","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g statue poseidon base.bti","world g statue poseidon base","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g statue poseidon.bti","world g statue poseidon","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g statue zeus.bti","world g statue zeus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g tent.bti","world g tent","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g zues uwpassage.bti","world g zues uwpassage","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world g zuesstairs.bti","world g zuesstairs","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n brazier map.bti","world n brazier map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n garrison flag.bti","world n garrison flag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n loki statue map.bti","world n loki statue map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n odin statue map.bti","world n odin statue map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n statue loki.bti","world n statue loki","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n statue odin.bti","world n statue odin","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n statue thor.bti","world n statue thor","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n tent.bti","world n tent","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world n thor statue map.bti","world n thor statue map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\world x gaia  statue map.bti","world x gaia  statue map","alpha=1 noalphatest fmt=BC3"
