"MaterialFile","Texture","ColorTransform","PixelXForm"
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_boreda_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_boredb_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_boredc_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_deatha_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_flaila_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_idlea_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_runa_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_runb_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal elk_walka_0.mtrl.xml","Animal Elk map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish anchovy_a_0.mtrl.xml","Animal Fish Anchovy","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish anchovy_b_0.mtrl.xml","Animal Fish Anchovy","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish herring_a_0.mtrl.xml","Animal Fish Herring","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish herring_b_0.mtrl.xml","Animal Fish Herring","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish mahi_a_0.mtrl.xml","Animal Fish Mahi","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish mahi_b_0.mtrl.xml","Animal Fish Mahi","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish perch_a_0.mtrl.xml","Animal Fish Perch","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish perch_b_0.mtrl.xml","Animal Fish Perch","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish salmon_a_0.mtrl.xml","Animal Fish Salmon","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fish salmon_b_0.mtrl.xml","Animal Fish Salmon","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_0.mtrl.xml","Animal Flying Purple Hippo Wings","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_1.mtrl.xml","Animal Flying Purple Hippo Wings","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_2.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_attacka_0.mtrl.xml","Animal Flying Purple Hippo","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_attacka_1.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_attackb_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_birtha_0.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_birtha_1.mtrl.xml","Animal Flying Purple Hippo","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_boreda_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_boredb_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_deatha_0.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_deatha_1.mtrl.xml","Animal Flying Purple Hippo","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_flaila_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_idlea_0.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_idlea_1.mtrl.xml","Animal Flying Purple Hippo","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_walka_0.mtrl.xml","Animal Flying Purple Hippo","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal fph_walka_1.mtrl.xml","Animal Flying Purple Hippo","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_attacka_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_attacka_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_attackb_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_attackb_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boreda_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boreda_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boredb_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boredb_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boredc_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_boredc_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_deatha_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_deatha_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_flaila_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_flaila_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_idlea_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_idlea_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_runb_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_runb_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_walka_0.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal gazelle_walka_1.mtrl.xml","Animal Gazelle map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_attacka_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_attacka_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_deatha_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_deatha_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_flaila_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_flaila_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idlea_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idlea_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idleb_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idleb_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idlec_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_idlec_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_runa_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_runa_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_walka_0.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal giraffe_walka_1.mtrl.xml","Animal Giraffe map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_boreda_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_boreda_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_boreda_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_deatha_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_deatha_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_deatha_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlea_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlea_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlea_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idleb_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idleb_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idleb_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlec_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlec_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_idlec_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_walka_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_walka_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat fat_walka_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_boreda_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_boreda_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_boreda_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_deatha_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_deatha_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlea_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlea_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlea_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idleb_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idleb_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idleb_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlec_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlec_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_idlec_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_walka_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_walka_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_walka_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idleb_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idleb_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_0.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_1.mtrl.xml","Animal GoatNubian map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_2.mtrl.xml","Animal GoatNubian map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_boreda_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_boreda_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_boreda_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_deatha_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_deatha_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_deatha_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlea_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlea_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlea_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idleb_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idleb_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlec_0.mtrl.xml","Animal Goat map","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlec_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_idlec_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_walka_1.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal goat_walka_2.mtrl.xml","Animal Goat map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hawk_walka_0.mtrl.xml","Animal Hawk","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hawk_walka_1.mtrl.xml","Animal Hawk","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_attacka_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_attackb_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_boreda_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_deatha_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_flaila_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_idlea_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hippo_walka_0.mtrl.xml","Animal Hippo Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_attacka_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_attacka_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_boreda_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_boreda_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_boredb_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_boredb_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_deatha_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_deatha_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_flaila_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_flaila_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_idlea_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_idlea_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_runa_0.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal hyena_runa_1.mtrl.xml","Animal Hyena map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_attacka_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_boreda_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_boredb_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_deatha_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_flaila_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_idlea_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lion_walka_0.mtrl.xml","Animal Lion map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_attacka_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_boreda_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_deatha_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_flaila_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_idlea_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal lizard_walka_0.mtrl.xml","animal lizard map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_attacka_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_boreda_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_deatha_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_flaila_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_idlea_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal monkey_walka_0.mtrl.xml","Animal Monkey map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal orca_walka_0.mtrl.xml","Animal Orca Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal orca_walkb_0.mtrl.xml","Animal Orca Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal orca_walkc_0.mtrl.xml","Animal Orca Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal orca_walkd_0.mtrl.xml","Animal Orca Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_attacka_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_boreda_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_boredb_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_deatha_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_flaila_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_idlea_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal panda bear_walka_0.mtrl.xml","animal panda bear map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\animal parrot_walka_0.mtrl.xml","animal parrot map","0",""
