"Filename","BTIFile","NoAlphaTest","AlphaBits","Format"
"animal fish salmon","D:\AI_upscaling\AoMEE\extracted\textures\animal fish salmon.bti","True","0","BC3"
"animal flying purple hippo","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple hippo.bti","True","1","BC3"
"animal flying purple love","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple love.bti","False","4","BC3"
"animal flying purple rainbow","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple rainbow.bti","False","0","BC3"
"animal gazelle corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle corpse bodya.bti","False","4","BC3"
"animal gazelle corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle corpse skeletona.bti","False","4","BC3"
"animal gazelle map","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle map.bti","False","0","BC3"
"animal giraffe corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe corpse bodya.bti","False","4","BC3"
"animal giraffe corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe corpse skeletona.bti","False","4","BC3"
"animal giraffe map","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe map.bti","False","0","BC3"
"animal goat corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal goat corpse bodya.bti","False","4","BC3"
"animal goat corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal goat corpse skeletona.bti","False","4","BC3"
"animal goat map","D:\AI_upscaling\AoMEE\extracted\textures\animal goat map.bti","True","1","BC3"
"animal goatnubian map","D:\AI_upscaling\AoMEE\extracted\textures\animal goatnubian map.bti","True","1","BC3"
"animal hawk map","D:\AI_upscaling\AoMEE\extracted\textures\animal hawk map.bti","False","1","BC3"
"animal hawk","D:\AI_upscaling\AoMEE\extracted\textures\animal hawk.bti","False","1","BC3"
"animal hippo corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo corpse bodya.bti","False","4","BC3"
"animal hippo corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo corpse skeletona.bti","False","4","BC3"
"animal hippo map","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo map.bti","False","0","BC3"
"animal horse map","D:\AI_upscaling\AoMEE\extracted\textures\animal horse map.bti","False","0","BC3"
"animal hyena corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena corpse bodya.bti","False","4","BC3"
"animal hyena corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena corpse skeletona.bti","False","4","BC3"
"animal hyena map","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena map.bti","False","0","BC3"
"animal lion corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal lion corpse bodya.bti","False","4","BC3"
"animal lion corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal lion corpse skeletona.bti","False","4","BC3"
"animal lion map","D:\AI_upscaling\AoMEE\extracted\textures\animal lion map.bti","False","0","BC3"
"animal lizard corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard corpse bodya.bti","False","4","BC3"
"animal lizard corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard corpse skeletona.bti","False","4","BC3"
"animal lizard map","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard map.bti","True","4","BC3"
"animal monkey corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey corpse bodya.bti","False","4","BC3"
"animal monkey corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey corpse skeletona.bti","False","4","BC3"
"animal monkey map","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey map.bti","False","0","BC3"
"animal musk ox","D:\AI_upscaling\AoMEE\extracted\textures\animal musk ox.bti","False","0","BC3"
"animal orca map","D:\AI_upscaling\AoMEE\extracted\textures\animal orca map.bti","False","0","BC3"
"animal panda bear corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear corpse bodya.bti","False","4","BC3"
"animal panda bear corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear corpse skeletona.bti","False","4","BC3"
"animal panda bear icon","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear icon.bti","False","0","BC3"
"animal panda bear map","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear map.bti","False","0","BC3"
"animal pig map","D:\AI_upscaling\AoMEE\extracted\textures\animal pig map.bti","True","1","BC3"
"animal polar bear map","D:\AI_upscaling\AoMEE\extracted\textures\animal polar bear map.bti","False","0","BC3"
"animal prmonkey","D:\AI_upscaling\AoMEE\extracted\textures\animal prmonkey.bti","True","1","BC3"
"animal ram map","D:\AI_upscaling\AoMEE\extracted\textures\animal ram map.bti","False","0","BC3"
"animal rhino corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino corpse bodya.bti","False","4","BC3"
"animal rhino corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino corpse skeletona.bti","False","4","BC3"
"animal rhino map","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino map.bti","False","0","BC3"
"animal rooster","D:\AI_upscaling\AoMEE\extracted\textures\animal rooster.bti","True","0","BC3"
"animal sea gull","D:\AI_upscaling\AoMEE\extracted\textures\animal sea gull.bti","False","0","BC3"
"animal shark map","D:\AI_upscaling\AoMEE\extracted\textures\animal shark map.bti","False","0","BC3"
"animal tiger corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger corpse bodya.bti","False","4","BC3"
"animal tiger corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger corpse skeletona.bti","False","4","BC3"
"animal tiger icon","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger icon.bti","False","0","BC3"
"animal tiger map","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger map.bti","True","4","BC3"
"animal wallrus corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal wallrus corpse bodya.bti","False","4","BC3"
"animal wallrus corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal wallrus corpse skeletona.bti","False","4","BC3"
"animal walrus map","D:\AI_upscaling\AoMEE\extracted\textures\animal walrus map.bti","False","0","BC3"
"animal water buffalo corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal water buffalo corpse bodya.bti","False","4","BC3"
"animal water buffalo corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal water buffalo corpse skeletona.bti","False","4","BC3"
"animal waterbuffalo map","D:\AI_upscaling\AoMEE\extracted\textures\animal waterbuffalo map.bti","False","0","BC3"
"animal whale map","D:\AI_upscaling\AoMEE\extracted\textures\animal whale map.bti","False","0","BC3"
"animal white tiger map","D:\AI_upscaling\AoMEE\extracted\textures\animal white tiger map.bti","True","4","BC3"
"Animal William Walrus Map","D:\AI_upscaling\AoMEE\extracted\textures\Animal William Walrus Map.bti","True","4","BC3"
"animal wolf arctic map","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf arctic map.bti","False","0","BC3"
"animal wolf artic map","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf artic map.bti","False","0","BC3"
"animal wolf corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf corpse bodya.bti","False","4","BC3"
"animal wolf corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf corpse skeletona.bti","False","4","BC3"
"animal wolf map","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf map.bti","False","0","BC3"
"animal yak","D:\AI_upscaling\AoMEE\extracted\textures\animal yak.bti","True","4","BC3"
"animal zebra map","D:\AI_upscaling\AoMEE\extracted\textures\animal zebra map.bti","False","0","BC3"
"ankh","D:\AI_upscaling\AoMEE\extracted\textures\ankh.bti","False","4","BC3"
"archer c chu ko nu icon","D:\AI_upscaling\AoMEE\extracted\textures\archer c chu ko nu icon.bti","False","0","BC3"
"archer c crossbowman bowstring","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bowstring.bti","True","1","BC2"
"archer c crossbowman bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bronze.bti","True","4","BC3"
"archer c crossbowman copper","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman copper.bti","True","4","BC3"
"archer c crossbowman head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head bronze.bti","True","4","BC3"
"archer c crossbowman head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head copper.bti","True","4","BC3"
"archer c crossbowman head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head iron.bti","True","4","BC3"
"archer c crossbowman head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head standard.bti","True","4","BC3"
"archer c crossbowman iron","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman iron.bti","True","4","BC3"
"archer c crossbowman standard","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman standard.bti","True","4","BC3"
"archer c mounted archer bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer bronze.bti","True","4","BC3"
"archer c mounted archer copper","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer copper.bti","True","4","BC3"
"archer c mounted archer head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head bronze.bti","True","4","BC3"
"archer c mounted archer head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head copper.bti","True","4","BC3"
"archer c mounted archer head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head iron.bti","True","4","BC3"
"archer c mounted archer head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head standard.bti","True","4","BC3"
"archer c mounted archer horse bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse bronze.bti","True","4","BC3"
"archer c mounted archer horse copper","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse copper.bti","True","4","BC3"
"archer c mounted archer horse iron","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse iron.bti","True","4","BC3"
"archer c mounted archer horse standard","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse standard.bti","True","4","BC3"
"archer c mounted archer icon","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer icon.bti","False","0","BC3"
"archer c mounted archer iron","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer iron.bti","True","4","BC3"
"archer c mounted archer standard","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer standard.bti","True","4","BC3"
"archer e slinger bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger bronze.bti","True","1","BC3"
"archer e slinger copper","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger copper.bti","True","1","BC3"
"archer e slinger corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger corpse bodya.bti","False","4","BC3"
"archer e slinger corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger corpse skeletona.bti","False","4","BC3"
"archer e slinger head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head bronze.bti","True","1","BC3"
"archer e slinger head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head copper.bti","True","1","BC3"
"archer e slinger head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head iron.bti","True","1","BC3"
"archer e slinger head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head standard.bti","True","1","BC3"
"archer e slinger iron","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger iron.bti","True","1","BC3"
"archer e slinger map","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger map.bti","True","1","BC3"
"archer e slinger standard","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger standard.bti","True","1","BC3"
"archer g crossbow","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbow.bti","False","1","BC3"
"archer g crossbowman corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman corpse bodya.bti","False","4","BC3"
"archer g crossbowman corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman corpse skeletona.bti","False","4","BC3"
"archer g crossbowman head","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman head.bti","False","0","BC3"
"archer g crossbowman","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman.bti","True","1","BC3"
"archer g peltast bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast bronze.bti","True","1","BC3"
"archer g peltast cape bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape bronze.bti","True","1","BC3"
"archer g peltast cape copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape copper.bti","True","1","BC3"
"archer g peltast cape iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape iron.bti","True","1","BC3"
"archer g peltast cape standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape standard.bti","True","1","BC3"
"archer g peltast cape","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape.bti","False","0","BC3"
"archer g peltast copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast copper.bti","True","1","BC3"
"archer g peltast corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast corpse bodya.bti","False","4","BC3"
"archer g peltast corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast corpse skeletona.bti","False","4","BC3"
"archer g peltast head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head bronze.bti","True","1","BC3"
"archer g peltast head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head copper.bti","True","1","BC3"
"archer g peltast head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head iron.bti","True","1","BC3"
"archer g peltast head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head standard.bti","True","1","BC3"
"archer g peltast iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast iron.bti","True","1","BC3"
"archer g peltast low bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low bronze.bti","True","1","BC3"
"archer g peltast low copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low copper.bti","True","1","BC3"
"archer g peltast low iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low iron.bti","True","1","BC3"
"archer g peltast low standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low standard.bti","True","1","BC3"
"archer g peltast standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast standard.bti","True","1","BC3"
"archer g toxotes bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes bronze.bti","True","1","BC3"
"archer g toxotes copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes copper.bti","True","1","BC3"
"archer g toxotes corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes corpse bodya.bti","False","4","BC3"
"archer g toxotes corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes corpse skeletona.bti","False","4","BC3"
"archer g toxotes head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head bronze.bti","True","1","BC3"
"archer g toxotes head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head copper.bti","True","1","BC3"
"archer g toxotes head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head iron.bti","True","1","BC3"
"archer g toxotes head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head standard.bti","True","1","BC3"
"archer g toxotes iron","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes iron.bti","True","1","BC3"
"archer g toxotes standard","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes standard.bti","True","1","BC3"
"archer n normal bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal bronze.bti","True","1","BC3"
"archer n normal copper","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal copper.bti","True","1","BC3"
"archer n normal head bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head bronze.bti","True","4","BC3"
"archer n normal head copper","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head copper.bti","True","4","BC3"
"archer n normal head iron","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head iron.bti","True","4","BC3"
"archer n normal head standard","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head standard.bti","True","4","BC3"
"archer n normal iron","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal iron.bti","True","1","BC3"
"archer n normal standard","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal standard.bti","True","4","BC3"
"archer n throwing axeman axe map","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman axe map.bti","False","1","BC3"
"archer n throwing axeman bronze","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman bronze.bti","True","1","BC3"
"archer n throwing axeman copper","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman copper.bti","True","1","BC3"
"archer n throwing axeman corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman corpse bodya.bti","False","4","BC3"
"archer n throwing axeman corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman corpse skeletona.bti","False","4","BC3"
