"Filename","Category","Width","Height","BTI_AlphaBits","BTI_Format","TGA_AlphaType","TGA_AlphaValues","OpaquePixels","OpaqueCoveragePct","CoverageGroup","BTIFile"
"special g chimera map.tga","","64","64","1","BC3","MultiValue","3","292","7.129","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g chimera map.bti"
"cine g kastor map.tga","","256","256","1","BC3","MultiValue","3","4693","7.161","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine g kastor map.bti"
"cavalry n jarl bronze.tga","","64","64","1","BC3","MultiValue","3","295","7.202","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl bronze.bti"
"cavalry n jarl iron.tga","","64","64","1","BC3","MultiValue","3","295","7.202","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl iron.bti"
"attachments mu x automaton.tga","","64","64","1","BC3","MultiValue","3","302","7.373","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\attachments mu x automaton.bti"
"cavalry e war elephant basket iron.tga","","64","64","1","BC3","MultiValue","3","305","7.446","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket iron.bti"
"theocrat map.tga","","256","256","1","BC3","MultiValue","3","4929","7.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\theocrat map.bti"
"scenario c gargarensis map.tga","","128","128","1","BC3","MultiValue","3","1247","7.611","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c gargarensis map.bti"
"special n fire giant.tga","","128","128","1","BC3","MultiValue","3","1253","7.648","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n fire giant.bti"
"titan x promethean 1.tga","","256","256","1","BC3","MultiValue","3","5082","7.755","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan x promethean 1.bti"
"naval g all wrecked.tga","","256","256","1","BC3","MultiValue","3","48727","74.352","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval g all wrecked.bti"
"naval g all.tga","","256","256","1","BC3","MultiValue","3","48727","74.352","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval g all.bti"
"scenario n thors hammer cart.tga","","128","64","1","BC3","MultiValue","3","6098","74.438","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer cart.bti"
"infantry e axeman map.tga","","64","64","1","BC3","MultiValue","3","3055","74.585","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman map.bti"
"naval e all.tga","","256","256","1","BC3","MultiValue","3","49494","75.522","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\naval e all.bti"
"siege n catapult map.tga","","256","256","1","BC3","MultiValue","3","49693","75.826","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege n catapult map.bti"
"archer e slinger map.tga","","64","64","1","BC3","MultiValue","3","3108","75.879","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger map.bti"
"naval x all.tga","","256","256","1","BC3","MultiValue","3","49751","75.914","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\naval x all.bti"
"infantry g hoplite map_01.tga","","64","64","1","BC3","MultiValue","3","3138","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_01.bti"
"infantry g hoplite map_02.tga","","64","64","1","BC3","MultiValue","3","3138","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_02.bti"
"infantry g hoplite map_03.tga","","64","64","1","BC3","MultiValue","3","3138","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_03.bti"
"infantry g hoplite map_04.tga","","64","64","1","BC3","MultiValue","3","3138","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_04.bti"
"test flags.tga","","128","128","1","BC3","MultiValue","3","12868","78.54","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\test flags.bti"
"cine x hp fanaticmap.tga","","256","256","1","BC3","MultiValue","3","5254","8.017","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp fanaticmap.bti"
"cavalry e war elephant basket bronze.tga","","64","64","1","BC3","MultiValue","3","329","8.032","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket bronze.bti"
"cine n huskarl.tga","","256","256","1","BC3","MultiValue","3","5266","8.035","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl.bti"
"hero g athena low map.tga","","64","64","1","BC3","MultiValue","3","330","8.057","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g athena low map.bti"
"cine x trident soldier.tga","","256","256","1","BC3","MultiValue","3","5308","8.099","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier.bti"
"trade n caravan ox.tga","","128","128","1","BC3","MultiValue","3","1351","8.246","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan ox.bti"
"hero g chiron shield.tga","","64","32","1","BC3","MultiValue","3","170","8.301","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g chiron shield.bti"
"building x wall age2.tga","","256","256","1","BC3","MultiValue","3","5538","8.45","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building x wall age2.bti"
"scenario c kamos.tga","","128","128","1","BC3","MultiValue","3","1401","8.551","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos.bti"
"cavalry e war elephant rider copper.tga","","64","64","1","BC3","MultiValue","3","354","8.643","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider copper.bti"
"infantry n ulfsark map.tga","","64","64","1","BC3","MultiValue","3","354","8.643","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark map.bti"
"mu x atlantean satyr map.tga","","128","128","1","BC3","MultiValue","3","1445","8.82","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr map.bti"
"infantry n bondi standard.tga","","64","64","1","BC3","MultiValue","20","362","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi standard.bti"
"naval n kraken upgrade.tga","","128","64","1","BC3","MultiValue","3","724","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken upgrade.bti"
"naval n kraken.tga","","128","64","1","BC3","MultiValue","3","724","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken.bti"
"cine a skult map.tga","","256","256","1","BC3","MultiValue","3","5896","8.997","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a skult map.bti"
"cavalry x lancer cape iron.tga","","32","64","1","BC3","MultiValue","3","1684","82.227","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer cape iron.bti"
"infantry x trident soldier cape iron.tga","","32","64","1","BC3","MultiValue","3","1710","83.496","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier cape iron.bti"
"infantry n bondi head bronze.tga","","32","32","1","BC3","MultiValue","4","900","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head bronze.bti"
"infantry n bondi head copper.tga","","32","32","1","BC3","MultiValue","4","900","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head copper.bti"
"infantry n bondi head iron.tga","","32","32","1","BC3","MultiValue","4","900","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head iron.bti"
"infantry n bondi head standard.tga","","32","32","1","BC3","MultiValue","4","900","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head standard.bti"
"special g minotaur.tga","","128","128","1","BC3","MultiValue","3","1486","9.07","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g minotaur.bti"
"gine g kamos map.tga","","256","256","1","BC3","MultiValue","3","6012","9.174","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\gine g kamos map.bti"
"special e apep map.tga","","128","128","1","BC3","MultiValue","3","1503","9.174","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e apep map.bti"
"cine n reginleif map.tga","","256","256","1","BC3","MultiValue","3","6028","9.198","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine n reginleif map.bti"
"special e scorpion man upgrade.tga","","128","128","1","BC3","MultiValue","3","1514","9.241","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man upgrade.bti"
"special e scorpion man.tga","","128","128","1","BC3","MultiValue","3","1514","9.241","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man.bti"
"lp mu x argus map.tga","","128","128","1","BC3","MultiValue","3","1518","9.265","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\lp mu x argus map.bti"
"special g medusa low map.tga","","64","64","1","BC3","MultiValue","3","382","9.326","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa low map.bti"
"cine g gargarensis map.tga","","256","256","1","BC3","MultiValue","3","6173","9.419","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine g gargarensis map.bti"
"mu x argus map.tga","","256","256","1","BC3","MultiValue","3","6490","9.903","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x argus map.bti"
"scenario n reginleif weapons map.tga","","64","64","1","BC3","MultiValue","3","406","9.912","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif weapons map.bti"
"special n troll bag.tga","","64","32","1","BC3","MultiValue","3","203","9.912","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n troll bag.bti"
"archer e slinger head bronze.tga","","32","32","1","BC3","MultiValue","3","102","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head bronze.bti"
"archer e slinger head copper.tga","","32","32","1","BC3","MultiValue","3","102","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head copper.bti"
"archer e slinger head iron.tga","","32","32","1","BC3","MultiValue","3","102","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head iron.bti"
"archer e slinger head standard.tga","","32","32","1","BC3","MultiValue","3","102","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head standard.bti"
"cine x trident soldier cape.tga","","128","256","1","BC3","MultiValue","3","30136","91.968","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier cape.bti"
"scenario u ferryman map.tga","","64","64","1","BC3","MultiValue","3","3986","97.314","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario u ferryman map.bti"
"building e shrine.tga","","256","256","1","BC3","MultiValue","3","64803","98.882","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building e shrine.bti"
"archer c crossbowman head standard.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head standard.bti"
"archer c mounted archer head bronze.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head bronze.bti"
"archer c mounted archer head copper.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head copper.bti"
"archer c mounted archer head iron.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head iron.bti"
"archer c mounted archer head standard.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer head standard.bti"
"archer n normal head bronze.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head bronze.bti"
"archer n normal head copper.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head copper.bti"
"archer n normal head iron.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head iron.bti"
"archer n normal head standard.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal head standard.bti"
"building c roofage1.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c roofage1.bti"
"building c roofage2.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c roofage2.bti"
"building c roofage3.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c roofage3.bti"
"building c roofage4.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c roofage4.bti"
"building c special.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c special.bti"
"building c titan gate rocks.tga","","128","128","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c titan gate rocks.bti"
"building c wonder city floor.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder city floor.bti"
"building c wonder city roof.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder city roof.bti"
"building c wonder city walls.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder city walls.bti"
"building c wonder palace floor.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace floor.bti"
"building c wonder palace roof.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace roof.bti"
"building e fortress accessories02.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e fortress accessories02.bti"
"building e fortress.tga","","256","256","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e fortress.bti"
"cine c emperor.tga","","512","512","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine c emperor.bti"
"hero c monk head.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c monk head.bti"
"hero c monk weapon.tga","","16","128","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c monk weapon.bti"
"hero g physician head.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g physician head.bti"
"scenario c danzhu head.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu head.bti"
"scenario c shun head.tga","","32","32","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun head.bti"
"scenario c zhi head.tga","","64","64","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi head.bti"
"sfx c growth vines.tga","","64","64","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx c growth vines.bti"
"trade c caravan.tga","","64","64","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade c caravan.bti"
"world c dam.tga","","128","128","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c dam.bti"
"world c statue shennong head.tga","","64","64","4","BC3","Binary","1","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c statue shennong head.bti"
"building c wonder temple.tga","","256","256","4","BC3","Binary","2","572","0.873","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder temple.bti"
"building c earthen wall.tga","","256","256","4","BC3","Binary","2","1252","1.91","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c earthen wall.bti"
"building c fortified wall.tga","","256","256","4","BC3","Binary","2","1252","1.91","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c fortified wall.bti"
"building c great wall.tga","","256","256","4","BC3","Binary","2","1252","1.91","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c great wall.bti"
"building c stone wall.tga","","256","256","4","BC3","Binary","2","1252","1.91","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c stone wall.bti"
"animal duck map.tga","","64","64","4","BC3","Binary","1","4096","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal duck map.bti"
"animal lizard map.tga","","64","64","4","BC3","Binary","1","4096","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard map.bti"
"animal tiger map.tga","","128","128","4","BC3","Binary","1","16384","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger map.bti"
"attachment c halberd head bronze.tga","","32","32","4","BC3","Binary","1","1024","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head bronze.bti"
"attachment c halberd head copper.tga","","32","32","4","BC3","Binary","1","1024","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head copper.bti"
"attachment c halberd head iron.tga","","32","32","4","BC3","Binary","1","1024","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head iron.bti"
"attachment c halberd head standard.tga","","32","32","4","BC3","Binary","1","1024","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head standard.bti"
"attachments c fire lance.tga","","64","128","4","BC3","Binary","1","8192","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c fire lance.bti"
"attachments c halberd bronze.tga","","128","16","4","BC3","Binary","1","2048","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd bronze.bti"
"attachments c halberd copper.tga","","128","16","4","BC3","Binary","1","2048","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd copper.bti"
"attachments c halberd iron.tga","","128","16","4","BC3","Binary","1","2048","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd iron.bti"
"attachments c halberd standard.tga","","128","16","4","BC3","Binary","1","2048","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd standard.bti"
"attachments c sword jiaolong.tga","","32","16","4","BC3","Binary","1","512","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c sword jiaolong.bti"
"cine c shun spear.tga","","128","256","4","BC3","Binary","1","32768","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun spear.bti"
"hero c general cape.tga","","128","128","4","BC3","Binary","1","16384","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general cape.bti"
"siege c sitting tiger projectile.tga","","32","32","4","BC3","Binary","1","1024","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger projectile.bti"
"temp santa hat.tga","","64","64","4","BC3","Binary","1","4096","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\temp santa hat.bti"
"hero c general flag.tga","","128","64","4","BC3","Binary","2","1295","15.808","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag.bti"
"building c tower age2.tga","","256","256","4","BC3","Binary","2","1372","2.094","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c tower age2.bti"
"building c tower age3.tga","","256","256","4","BC3","Binary","2","1372","2.094","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c tower age3.bti"
"building c tower age4.tga","","256","256","4","BC3","Binary","2","1372","2.094","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c tower age4.bti"
"world c statue nuwa stand.tga","","32","64","4","BC3","Binary","2","64","3.125","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c statue nuwa stand.bti"
"infantry e khopesh head bronze.tga","","64","32","4","BC3","Binary","2","1017","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head bronze.bti"
"infantry e khopesh head copper.tga","","64","32","4","BC3","Binary","2","1017","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head copper.bti"
"infantry e khopesh head iron.tga","","64","32","4","BC3","Binary","2","1017","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head iron.bti"
"infantry e khopesh head standard.tga","","64","32","4","BC3","Binary","2","1017","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head standard.bti"
"siege c sitting tiger iron.tga","","64","64","4","BC3","Binary","2","245","5.981","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger iron.bti"
"siege c sitting tiger.tga","","64","64","4","BC3","Binary","2","245","5.981","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger.bti"
"building e fortress accessories.tga","","256","256","4","BC3","MultiValue","31","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e fortress accessories.bti"
"building e wonder accessories.tga","","256","256","4","BC3","MultiValue","30","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e wonder accessories.bti"
"naval g giant turtle.tga","","256","256","4","BC3","MultiValue","244","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval g giant turtle.bti"
"special g giant turtle.tga","","256","256","4","BC3","MultiValue","244","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g giant turtle.bti"
"special g pegasus wings.tga","","64","64","4","BC3","MultiValue","42","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g pegasus wings.bti"
"titan e ra pads map.tga","","64","64","4","BC3","MultiValue","172","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan e ra pads map.bti"
"titan e ra skirt map.tga","","256","256","4","BC3","MultiValue","239","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan e ra skirt map.bti"
"titan x gaia.tga","","256","256","4","BC3","MultiValue","165","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan x gaia.bti"
"titan x golem map1.tga","","256","256","4","BC3","MultiValue","242","0","0","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan x golem map1.bti"
"building c wonder palace walls.tga","","256","256","4","BC3","MultiValue","11","16","0.024","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace walls.bti"
"archer c mounted archer horse bronze.tga","","128","128","4","BC3","MultiValue","70","64","0.391","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse bronze.bti"
"archer c mounted archer horse copper.tga","","128","128","4","BC3","MultiValue","70","64","0.391","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse copper.bti"
"archer c mounted archer horse iron.tga","","128","128","4","BC3","MultiValue","70","64","0.391","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse iron.bti"
"archer c mounted archer horse standard.tga","","128","128","4","BC3","MultiValue","70","64","0.391","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer horse standard.bti"
"building c wallsage1.tga","","256","256","4","BC3","MultiValue","11","312","0.476","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wallsage1.bti"
"building c wallsage2.tga","","256","256","4","BC3","MultiValue","11","312","0.476","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wallsage2.bti"
"building c wallsage3.tga","","256","256","4","BC3","MultiValue","11","312","0.476","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wallsage3.bti"
"building c wallsage4.tga","","256","256","4","BC3","MultiValue","11","312","0.476","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c wallsage4.bti"
"hero c general head.tga","","32","32","4","BC3","MultiValue","48","9","0.879","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general head.bti"
"animal yak.tga","","128","128","4","BC3","MultiValue","14","168","1.025","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\animal yak.bti"
"animal white tiger map.tga","","128","128","4","BC3","MultiValue","12","169","1.031","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\animal white tiger map.bti"
"cine c danzhu.tga","","256","256","4","BC3","MultiValue","101","772","1.178","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine c danzhu.bti"
"cavalry c chariot horse standard.tga","","128","128","4","BC3","MultiValue","111","265","1.617","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot horse standard.bti"
"scenario c danzhu.tga","","128","128","4","BC3","MultiValue","55","277","1.691","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu.bti"
"hero g physician.tga","","64","64","4","BC3","MultiValue","83","71","1.733","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g physician.bti"
"special c vermillion bird.tga","","256","256","4","BC3","MultiValue","111","1303","1.988","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird.bti"
"archer c crossbowman standard.tga","","64","64","4","BC3","MultiValue","104","430","10.498","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman standard.bti"
"cavalry c chariot bronze.tga","","128","128","4","BC3","MultiValue","78","1750","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot bronze.bti"
"cavalry c chariot copper.tga","","128","128","4","BC3","MultiValue","78","1750","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot copper.bti"
"cavalry c chariot iron.tga","","128","128","4","BC3","MultiValue","78","1750","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot iron.bti"
"cavalry c chariot standard.tga","","128","128","4","BC3","MultiValue","78","1750","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot standard.bti"
"archer c crossbowman bronze.tga","","64","64","4","BC3","MultiValue","93","460","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bronze.bti"
"archer c crossbowman copper.tga","","64","64","4","BC3","MultiValue","93","460","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman copper.bti"
"archer c crossbowman iron.tga","","64","64","4","BC3","MultiValue","93","460","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman iron.bti"
"special c terracotta soldier.tga","","128","128","4","BC3","MultiValue","8","1904","11.621","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier.bti"
"cavalry c scout iron.tga","","64","64","4","BC3","MultiValue","95","550","13.428","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout iron.bti"
"cine c jiaolong.tga","","256","256","4","BC3","MultiValue","216","9429","14.388","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine c jiaolong.bti"
"siege c fire lance iron.tga","","64","64","4","BC3","MultiValue","102","592","14.453","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance iron.bti"
"archer n normal standard.tga","","64","64","4","BC3","MultiValue","8","595","14.526","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal standard.bti"
"special c azure dragon.tga","","256","128","4","BC3","MultiValue","189","4858","14.825","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c azure dragon.bti"
"infantry c halberdier iron.tga","","64","64","4","BC3","MultiValue","114","636","15.527","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier iron.bti"
"cavalry c cataphract horse bronze.tga","","128","128","4","BC3","MultiValue","77","2557","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse bronze.bti"
"cavalry c cataphract horse copper.tga","","128","128","4","BC3","MultiValue","77","2557","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse copper.bti"
"cavalry c cataphract horse iron.tga","","128","128","4","BC3","MultiValue","77","2557","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse iron.bti"
